Label,Total Backward Packets,Bwd Packet Length Max,Flow Duration,Flow Bytes/s,Flow Packets/s,Total Fwd Packets,Fwd Packet Length Max,Bwd IAT Total,Fwd IAT Total
BENIGN,1.0,206.0,23544.0,10575.94292,84.94733265,1.0,43.0,0.0,0.0
BENIGN,9.0,2896.0,665870.0,6987.850481,27.0323036,9.0,267.0,570672.0,569174.0
FTP-Patator,15.0,34.0,8925869.0,32.82593549,2.688813829,9.0,24.0,8925750.0,6083963.0
BENIGN,20.0,420.0,10715843.0,1050.220687,4.199389633,25.0,3073.0,10700000.0,10700000.0
BENIGN,1.0,146.0,23475.0,8221.512247,85.1970181,1.0,47.0,0.0,0.0
BENIGN,1.0,70.0,85980.0,1442.19586,23.26122354,1.0,54.0,0.0,0.0
BENIGN,1.0,6.0,34.0,352941.1765,58823.52941,1.0,6.0,0.0,0.0
PortScan,1.0,6.0,49.0,163265.3061,40816.32653,1.0,2.0,0.0,0.0
BENIGN,1.0,117.0,23436.0,7253.797576378222,85.33879501621438,1.0,53.0,0.0,0.0
PortScan,1.0,6.0,44.0,136363.6364,45454.54545,1.0,0.0,0.0,0.0
BENIGN,2.0,94.0,48569.0,5394.387366,82.35705903,2.0,37.0,3.0,1.0
BENIGN,2.0,89.0,42822813.0,6.001474027406841,0.0934081560685889,2.0,56.0,42552135.0,42792174.0
BENIGN,2.0,134.0,60148.0,5752.477223,66.50262685,2.0,39.0,3.0,3.0
BENIGN,2.0,56.0,155.0,1032258.06451613,25806.4516129032,2.0,24.0,3.0,3.0
BENIGN,1.0,6.0,53.0,226415.09433962265,37735.84905660377,1.0,6.0,0.0,0.0
BENIGN,0.0,0.0,192.0,192708.3333,10416.66667,2.0,31.0,0.0,192.0
BENIGN,6.0,1460.0,1333902.0,3001.719767,7.496802614,4.0,393.0,1310893.0,71966.0
BENIGN,1.0,147.0,30498.0,6492.228999,65.57807069,1.0,51.0,0.0,0.0
BENIGN,0.0,0.0,4592.0,2613.240418,435.5400697,2.0,6.0,0.0,4592.0
BENIGN,7.0,1460.0,417258.0,9979.437183,33.55238246,7.0,201.0,332523.0,411977.0
BENIGN,2.0,111.0,24047.0,12974.59143,166.3409157,2.0,45.0,3.0,47.0
BENIGN,2.0,139.0,30912.0,11710.66253,129.3995859,2.0,42.0,3.0,3.0
BENIGN,2.0,83.0,226.0,1044247.78761062,17699.1150442478,2.0,35.0,1.0,87.0
BENIGN,0.0,0.0,90.0,133333.3333,22222.22222,2.0,6.0,0.0,90.0
